decay_rank,cluster_id,violation_count,total_decayed_impact,avg_decayed_impact,last_active_date,first_violation_date,total_raw_impact,days_since_last_violation,trend_slope,trend_direction,decay_score_norm,hotspot_impact_score,orig_score_norm,hotspot_score_decay_blended,freshness
717,2959,76,59.401468826417144,0.7815982740318045,2024-04-02,2023-11-13,91.97500000000001,6,1.1786,increasing,0.003809847439969243,79.2913829787234,0.033169149664224545,0.012618,active_this_week
718,2022,65,77.59356706619386,1.1937471856337516,2024-04-07,2023-11-21,91.60000000000001,0,4.3929,increasing,0.004976638771493675,72.74284671532847,0.030429767763666283,0.012613,active_this_week
719,10060,83,68.93465933813002,0.8305380643148195,2024-04-07,2024-01-07,84.1,0,5.1786,increasing,0.00442128015675816,75.66054945054944,0.03165030037470966,0.01259,active_this_week
720,8932,90,54.11398410083972,0.6012664900093303,2024-04-03,2023-11-11,92.25,5,1.4286,increasing,0.0034707226583163874,80.89195804195803,0.03383870178737897,0.012581,active_this_week
721,5004,44,64.26230719057963,1.4605069816040825,2024-03-29,2023-11-13,106.96000000000001,9,-0.1429,stable,0.004121608293087624,77.25629197080292,0.032317830949804525,0.01258,active_this_month
722,3434,64,63.057249882776624,0.9852695294183847,2024-04-08,2023-11-12,95.68,0,1.5714,increasing,0.004044319219435833,77.66475675675676,0.032488699827466855,0.012578,active_this_week
723,12650,68,57.43833702582011,0.8446814268502958,2024-03-22,2023-11-14,99.25,17,-0.0357,stable,0.003683937545608169,79.596875,0.033296943003100585,0.012568,active_this_month
724,4822,78,55.96738020001941,0.7175305153848642,2024-03-06,2023-12-01,95.52000000000001,33,0.2857,stable,0.0035895944054838325,79.81200000000001,0.03338693403432565,0.012529,active_this_quarter
725,4614,64,61.09514437698132,0.9546116308903331,2024-04-04,2023-12-09,97.35,3,1.3214,increasing,0.003918475148811112,77.74333333333333,0.03252156995951223,0.012499,active_this_week
726,5088,52,56.700374061386164,1.0903918088728108,2024-04-07,2023-11-12,106.64000000000001,1,-0.2857,stable,0.0036366066232187476,79.12685714285715,0.033100325261515566,0.012476,active_this_week
727,6458,55,62.82604430337137,1.1422917146067522,2024-03-24,2023-11-25,101.68,15,0.8214,increasing,0.004029490327117064,76.88300000000001,0.03216167555456646,0.012469,active_this_month
728,4711,66,50.315310393123745,0.7623531877746021,2024-04-03,2023-11-11,101.1,5,-1.4286,decreasing,0.003227086135742993,81.32666666666667,0.03402054898049905,0.012465,active_this_week
729,12643,70,58.81914790711637,0.8402735415302338,2024-03-25,2023-11-14,95.75,13,0.5357,increasing,0.0037724989718678622,78.0416030534351,0.032646342067334036,0.012435,active_this_month
730,5120,94,59.41311299431327,0.6320543935565242,2024-04-08,2023-11-14,85.375,0,1.1786,increasing,0.003810594264991016,77.725,0.03251390076452113,0.012422,active_this_week
731,6421,81,47.26549290289849,0.5835246037394874,2024-04-07,2023-11-10,96.185,1,-1.7857,decreasing,0.003031479198960636,81.6858322147651,0.034170795014450896,0.012373,active_this_week
732,8663,41,70.37764710086121,1.7165279780697855,2024-04-03,2023-11-27,100.28000000000002,4,1.3571,increasing,0.00451382943781741,72.89831496062993,0.030494803197564847,0.012308,active_this_week
733,7828,37,72.21980322692022,1.9518865737005464,2024-03-31,2023-11-11,101.22000000000001,8,1.1786,increasing,0.004631980283908414,72.12485714285714,0.030171250534552847,0.012294,active_this_month
734,5122,68,57.82842785864665,0.8504180567448036,2024-03-28,2023-11-20,96.5,11,0.4286,stable,0.0037089569027076133,77.22558139534884,0.03230498411027111,0.012288,active_this_month
735,11152,74,44.704001497245656,0.6041081283411576,2024-03-22,2023-11-11,100.725,16,-2.8571,decreasing,0.002867192159142697,81.54863636363636,0.03411340328349041,0.012241,active_this_month
736,2905,81,60.97008206468024,0.7527170625269166,2024-04-03,2023-11-14,86.9,5,1.9286,increasing,0.003910453994793032,75.60428571428571,0.0316267641439278,0.012225,active_this_week
737,1158,85,53.43010537248554,0.6285894749704182,2024-03-21,2023-11-11,91.55,18,1.1429,increasing,0.0034268605506287257,78.24106870229008,0.03272978248306645,0.012218,active_this_month
738,2771,68,62.51441379437403,0.9193296146231474,2024-04-07,2023-11-12,92.92000000000002,1,2.0714,increasing,0.004009503200192824,74.19035616438357,0.031035289520916644,0.012117,active_this_week
739,5851,66,55.86773974326446,0.8464809052009766,2024-04-08,2023-11-16,95.15,0,0.8929,increasing,0.0035832037396200888,76.4025,0.0319606729258453,0.012096,active_this_week
740,105,75,59.63585978119663,0.7951447970826218,2024-04-05,2023-11-13,87.625,3,2.1071,increasing,0.003824880633536023,74.89143356643355,0.031328564028198745,0.012076,active_this_week
741,11968,54,61.45321891950677,1.1380225725834587,2024-03-25,2023-11-13,97.6,14,0.9286,increasing,0.003941441068780957,74.21909090909091,0.03104730983147191,0.012073,active_this_month
742,7983,56,59.25678394675379,1.058156856192032,2024-04-08,2023-11-14,95.28000000000002,0,0.6071,increasing,0.0038005677482498604,74.89213793103448,0.031328858677806166,0.012059,active_this_week
743,5539,67,51.47517559211644,0.7682862028674096,2024-03-16,2023-11-14,96.48000000000002,23,-0.7143,decreasing,0.0033014767113700816,77.34291803278688,0.032354068340386295,0.012017,active_this_month
744,10234,74,54.981892187217625,0.7429985430705084,2024-04-07,2023-11-12,87.65,1,0.7857,increasing,0.0035263879047546195,76.09,0.03182994801122436,0.012017,active_this_week
745,9086,44,65.49988092205618,1.4886336573194585,2024-04-05,2023-11-28,97.60000000000001,3,1.0357,increasing,0.00420098288105307,72.138125,0.0301768007409279,0.011994,active_this_week
746,8315,37,60.86926741983726,1.6451153356712773,2024-04-03,2023-11-24,104.04000000000002,4,0.0357,stable,0.0039039880197228056,73.40476923076923,0.03070666300947964,0.011945,active_this_week
747,4309,76,52.8953388764486,0.6959913010059026,2024-03-14,2023-11-11,91.5,24,0.1071,stable,0.0033925620929279358,76.1983870967742,0.031875288471934174,0.011937,active_this_month
748,4591,81,51.57196902203672,0.6366909755807002,2024-04-01,2023-11-12,87.64999999999999,7,-0.0714,stable,0.0033076847767340074,76.66978723404256,0.032072484448563636,0.011937,active_this_week
749,119,82,55.898229214743345,0.6816857221310164,2024-04-08,2023-11-13,86.6,0,1.0714,increasing,0.0035851592507741867,75.02849315068492,0.03138589875603632,0.011925,active_this_week
750,6397,49,57.039410758579535,1.1640696073179497,2024-04-06,2023-11-16,98.80000000000001,2,0.0714,stable,0.003658351507956065,74.59338028169014,0.03120388245955691,0.011922,active_this_week
751,8666,54,60.572509981067824,1.1217131477975524,2024-03-28,2023-11-28,96.16000000000001,11,0.1786,stable,0.003884954810768135,73.196,0.03061933072190272,0.011905,active_this_month
752,5326,39,49.786943316190886,1.2765882901587406,2024-03-05,2023-12-07,107.36000000000001,34,-0.6071,decreasing,0.0031931981192479955,76.7228181818182,0.0320946683401484,0.011864,active_this_quarter
753,10903,68,53.7751671960089,0.7908112822942486,2024-03-17,2023-11-12,91.8,22,0.25,stable,0.0034489918704589343,74.84,0.03130704835274058,0.011806,active_this_month
754,4946,42,58.93102248331119,1.4031195829359806,2024-03-30,2023-11-21,101.16000000000001,8,0.1429,stable,0.003779674300628823,72.92676923076922,0.030506706180075442,0.011798,active_this_month
755,8042,77,48.28256596512411,0.627046311235378,2024-03-27,2023-11-10,89.7,12,-1.0,decreasing,0.0030967114782112577,76.68313868613139,0.032078069624353646,0.011791,active_this_month
756,8764,37,69.66458933082488,1.8828267386709427,2024-04-07,2023-11-21,96.12000000000002,0,1.5714,increasing,0.004468095866352003,69.00229197080291,0.02886501992490446,0.011787,active_this_week
757,5105,96,42.162749693442635,0.4391953093066941,2024-04-08,2023-11-15,87.5,0,-2.1071,decreasing,0.002704203231927307,78.79166666666667,0.032960108473093955,0.011781,active_this_week
758,9996,55,62.62177779945281,1.1385777781718693,2024-04-08,2023-11-11,91.64000000000001,0,2.0357,increasing,0.004016389233282167,71.4704864864865,0.029897514380362436,0.011781,active_this_week
759,9544,51,61.60434226767513,1.207928279758336,2024-04-03,2023-11-21,96.60000000000001,5,1.5,increasing,0.003951133706227706,71.72503759398496,0.030003998130104532,0.011767,active_this_week
760,7482,44,71.37227491312461,1.6220971571164684,2024-04-05,2023-11-24,92.00000000000001,2,1.6071,increasing,0.00457762214023942,68.1318181818182,0.028500883567321115,0.011755,active_this_week
761,12275,90,50.450579759817906,0.5605619973313101,2024-04-07,2023-11-11,85.4,1,1.75,increasing,0.0032357619422607067,75.46297297297298,0.03156765023659033,0.011735,active_this_week
762,8311,40,61.6651777223649,1.5416294430591226,2024-03-27,2023-12-08,96.48,11,0.6071,increasing,0.0039550355255915754,71.43345454545455,0.029882023188907564,0.011733,active_this_month
763,9740,82,45.871137519027904,0.5594041160857062,2024-04-02,2023-11-09,90.95,5,-1.1786,decreasing,0.002942049065420164,76.93206896551723,0.032182202070815354,0.011714,active_this_week
764,6713,44,57.80764919417675,1.3138102089585624,2024-04-02,2023-11-14,97.24000000000001,6,0.2857,stable,0.003707624216105739,72.5582857142857,0.030352562256134533,0.011701,active_this_week
765,3981,41,54.99187156967213,1.3412651602359056,2024-03-30,2023-11-18,101.36,8,-0.75,decreasing,0.003527027954999974,73.43442105263158,0.030719066951499834,0.011685,active_this_month
766,7804,63,59.74710766603015,0.948366788349685,2024-04-08,2023-11-11,89.12,0,2.0,increasing,0.0038320157680303154,71.35037837837838,0.029847270789393743,0.011637,active_this_week
767,9847,45,62.14184586889555,1.380929908197679,2024-04-08,2023-11-10,95.04,0,0.7143,increasing,0.003985607714354811,70.48876510067115,0.029486840958467184,0.011636,active_this_week
768,2337,75,50.48912431892136,0.6731883242522848,2024-04-07,2023-11-13,86.88000000000001,1,-0.0714,stable,0.003238234084662676,74.47389041095892,0.031153897489478805,0.011613,active_this_week
769,6064,62,57.660286544351756,0.9300046216830928,2024-04-01,2023-11-11,88.00000000000001,7,1.3214,increasing,0.0036981727795457535,71.70425531914894,0.029995304494573112,0.011587,active_this_week
770,10211,85,49.5082105681147,0.582449536095467,2024-04-08,2023-11-15,82.925,0,0.5357,increasing,0.003175320964563541,74.52224137931034,0.031174123653349463,0.011575,active_this_week
771,11019,64,53.758419094663,0.8399752983541093,2024-03-27,2023-11-11,89.4,12,0.0714,stable,0.003447917693131375,72.94882352941177,0.03051593192825807,0.011568,active_this_month
772,9095,59,51.04344971017248,0.8651432154266522,2024-04-02,2023-11-10,92.56000000000002,6,-0.6071,decreasing,0.0032737869963076626,73.85243356643356,0.030893929832067034,0.01156,active_this_week
773,7281,76,46.04010546463458,0.6057908613767707,2024-03-27,2023-11-14,90.08000000000001,12,-1.75,decreasing,0.002952886206449245,75.30363909774437,0.03150099773343678,0.011517,active_this_month
774,9739,76,47.538562707457416,0.6255074040454923,2024-04-03,2023-11-09,87.7,5,-0.3929,stable,0.0030489931479653625,74.62,0.031215018012847436,0.011499,active_this_week
775,6371,57,58.153829421835724,1.0202426214357145,2024-04-04,2023-12-05,90.00000000000001,4,1.3929,increasing,0.0037298272673125803,70.75,0.029596120670181667,0.01149,active_this_week
776,6298,75,53.47888677734134,0.7130518236978844,2024-04-08,2023-11-22,83.76,0,1.3571,increasing,0.0034299892562664777,72.18118248175182,0.030194812534930456,0.011459,active_this_week
777,2381,66,50.700893270462565,0.7681953525827662,2024-04-05,2023-11-11,90.325,2,-0.3571,stable,0.0032518163649300526,72.95527397260273,0.030518630275891367,0.011432,active_this_week
778,4423,77,60.647110626484135,0.7876248133309628,2024-03-30,2023-12-31,79.4,8,3.3571,increasing,0.003889739491746141,69.39,0.02902720584175132,0.011431,active_this_month
779,7363,45,61.601071175030874,1.3689126927784638,2024-04-01,2023-11-20,91.24000000000001,7,1.5,increasing,0.003950923907308878,68.81354887218045,0.028786064963455774,0.011401,active_this_week
780,3717,57,71.6873851032268,1.2576734228636282,2024-04-02,2024-02-07,80.64000000000001,6,4.1786,increasing,0.0045978324443747805,65.134,0.027246837084545762,0.011393,active_this_week
781,4379,62,52.3856851598995,0.8449304058048307,2024-03-28,2023-12-25,89.925,11,0.3929,stable,0.0033598743000900276,72.03564516129032,0.030133931402797687,0.011392,active_this_month
782,1469,69,48.22444930405155,0.6989050623775587,2024-04-06,2023-11-22,89.6,2,-0.7143,decreasing,0.0030929840348200197,73.43647058823528,0.030719924312673615,0.011381,active_this_week
783,3326,78,61.417610429868326,0.7874052619213888,2024-04-07,2023-11-09,78.15,1,4.2143,increasing,0.003939157237829123,68.60476510067114,0.02869872659320044,0.011367,active_this_week
784,7989,77,45.19981610976188,0.5870105988280764,2024-03-16,2023-11-14,84.55,23,-0.5357,decreasing,0.002898992349769536,74.40622950819672,0.03112559359912116,0.011367,active_this_month
785,3422,59,49.57839223542432,0.840311732803802,2024-03-12,2023-11-16,91.45,26,-0.5714,decreasing,0.0031798222243945677,72.82512820512821,0.030464187733998938,0.011365,active_this_month
786,9148,42,61.462521887434114,1.4633933782722408,2024-03-12,2023-11-30,91.76000000000002,27,1.2857,increasing,0.003942037735652036,68.49717647058824,0.028653720146858772,0.011356,active_this_month
787,7870,41,62.83110866347115,1.5324660649627109,2024-04-05,2023-11-11,92.32000000000001,2,1.1429,increasing,0.0040298151412966185,68.00501369863014,0.028447838750558514,0.011355,active_this_week
788,6002,75,49.201999321622594,0.6560266576216346,2024-04-02,2023-11-11,86.16000000000001,6,-0.8571,decreasing,0.003155681414286648,72.87557746478873,0.030485291654516737,0.011355,active_this_week
789,4469,59,55.63958354589526,0.9430437889134791,2024-04-06,2023-11-13,85.44000000000001,2,1.4286,increasing,0.003568570426309264,70.0765,0.029314382334190606,0.011292,active_this_week
790,4104,60,52.336737961606204,0.87227896602677,2024-03-27,2023-11-10,89.28000000000002,12,0.0,stable,0.0033567349609154975,71.19573722627739,0.02978258134489683,0.011284,active_this_month
791,4586,73,51.8846591997169,0.7107487561605055,2024-04-04,2023-11-21,82.3,4,1.1786,increasing,0.003327739867903884,71.21208955223881,0.02978942184542534,0.011266,active_this_week
792,5014,59,54.42174938567334,0.922402531960565,2024-04-08,2023-11-12,86.72,0,0.5,stable,0.003490461880354165,70.04730612244899,0.029302169959309614,0.011234,active_this_week
793,2224,65,58.316711057260605,0.8971801701117016,2024-04-04,2023-11-16,81.75,4,2.5714,increasing,0.0037402740490841704,68.53741007194245,0.02867055065598492,0.011219,active_this_week
794,4126,87,55.222698688478296,0.6347436630859574,2024-04-08,2023-11-16,77.5,0,2.6071,increasing,0.0035418325738929674,69.60416666666667,0.029116795983238207,0.011214,active_this_week
795,3868,53,63.69645597291004,1.2018199240171705,2024-04-01,2024-01-02,84.64,6,2.75,increasing,0.004085316146518965,66.53399999999999,0.027832484702047588,0.011209,active_this_week
796,2572,64,46.416779918887514,0.7252621862326174,2024-03-28,2023-11-16,88.96000000000001,11,-0.7143,decreasing,0.002977045073790235,72.64667669172933,0.030389537945669187,0.011201,active_this_month
797,6238,48,53.808053562416916,1.1210011158836857,2024-03-24,2023-11-14,91.84,15,0.1786,stable,0.003451101111885869,69.96659541984732,0.0292684070802485,0.011196,active_this_month
798,6519,63,57.31366735233796,0.909740751624412,2024-04-07,2023-11-25,85.9,0,1.3214,increasing,0.0036759415743680343,68.63328358208955,0.028710656436555765,0.011186,active_this_week
799,6486,54,46.00623428682707,0.8519673016079088,2024-04-01,2023-11-14,94.72000000000001,7,-1.1071,decreasing,0.0029507138019177048,72.59818705035973,0.030369253772139455,0.011176,active_this_week
800,8912,59,62.41669564001365,1.0579100955934517,2024-03-31,2023-12-17,83.55,8,2.2143,increasing,0.004003235825537219,66.5942857142857,0.027857703405576747,0.01116,active_this_month
801,7448,59,53.777391219775495,0.9114812071148389,2024-04-01,2023-11-18,84.88000000000001,7,1.0,increasing,0.0034491345132491038,69.56688888888888,0.029101201953422976,0.011145,active_this_week
802,11658,98,47.13724267612172,0.4809922722053237,2024-04-02,2023-11-10,73.75,5,1.75,increasing,0.0030232535808435356,71.875,0.030066730362817064,0.011136,active_this_week
803,5951,55,49.024800882444595,0.8913600160444471,2024-04-02,2023-11-11,90.80000000000001,6,-0.7143,decreasing,0.0031443163919529136,71.18774647887324,0.029779238657625898,0.011135,active_this_week
804,2726,80,48.44975849403143,0.6056219811753929,2024-04-05,2023-11-21,79.95,2,1.0357,increasing,0.003107434748878199,71.38911764705882,0.029863476189684077,0.011134,active_this_week
805,10233,77,61.500370190875564,0.7987061063750074,2024-04-08,2023-11-16,76.3,0,5.8571,increasing,0.003944465222123708,66.69666666666667,0.027900531377604947,0.011131,active_this_week
806,11989,65,64.12657724831259,0.9865627268971167,2024-03-25,2023-11-20,80.35000000000001,13,3.4643,increasing,0.004112902946514724,65.6504761904762,0.027462889263437765,0.011118,active_this_month
807,11331,73,51.54655860975958,0.7061172412295833,2024-04-03,2023-11-10,80.64999999999999,4,1.0357,increasing,0.003306055022519587,70.05379310344826,0.029304883591428903,0.011106,active_this_week
808,1779,75,50.26092627006681,0.6701456836008908,2024-04-07,2023-11-10,80.32000000000001,0,0.5357,increasing,0.0032235980871122612,70.46548993288592,0.029477104496638346,0.0111,active_this_week
809,9312,78,44.99022462796519,0.5767977516405793,2024-04-02,2023-11-16,85.35,6,-1.4286,decreasing,0.002885549726444919,72.23173913043478,0.03021596137839478,0.011085,active_this_week
810,9107,78,50.991961326430726,0.6537430939285991,2024-04-07,2023-11-23,78.3,1,1.4286,increasing,0.0032704846724617674,70.00941176470587,0.029286318001931745,0.011075,active_this_week
811,8670,77,46.816292371477,0.6080037970321688,2024-04-03,2023-11-10,80.15,5,0.25,stable,0.003002668707764366,71.4025,0.0298690742919102,0.011063,active_this_week
812,4709,80,42.676597653917916,0.533457470673974,2024-04-06,2023-11-11,81.3,2,-0.6786,decreasing,0.0027371600320776684,72.88958904109589,0.0304911529732894,0.011063,active_this_week
813,9083,54,54.83864706327109,1.0155305011716869,2024-04-04,2023-12-03,89.28000000000002,3,0.5357,increasing,0.003517200555021727,68.40946341463416,0.028617028045256405,0.011047,active_this_week
814,2737,54,52.856409796595926,0.9788224036406653,2024-04-06,2023-11-11,88.36000000000001,2,1.2143,increasing,0.0033900652884187666,69.08449315068493,0.02889940630001428,0.011043,active_this_week
815,6169,80,45.37400148637816,0.5671750185797271,2024-04-07,2023-11-15,78.4,0,-0.0,stable,0.002910164122526887,71.62333333333332,0.02996145323157566,0.011026,active_this_week
816,8909,77,54.76228009445115,0.7111984427850798,2024-04-07,2023-11-27,76.35,1,1.8929,increasing,0.0035123025869006515,68.26610687022901,0.02855705917476771,0.011026,active_this_week
817,7594,61,63.06981128991238,1.0339313326215145,2024-04-08,2023-11-12,78.3,0,3.0714,increasing,0.004045124873669038,65.18918367346939,0.02726992150375458,0.011013,active_this_week
818,3531,62,56.61185856448466,0.9130944929755591,2024-04-08,2023-11-09,82.80000000000001,0,1.75,increasing,0.0036309294817956418,67.38000000000001,0.028186383190909412,0.010998,active_this_week
819,2740,70,55.44507810308255,0.7920725443297507,2024-03-27,2023-11-16,81.52000000000001,12,1.6429,increasing,0.003556095380186658,67.77563636363637,0.028351885686452784,0.010995,active_this_month
820,2483,40,57.20273516425816,1.430068379106454,2024-02-14,2024-02-06,88.8,53,1.4286,increasing,0.003668826687798461,67.03,0.028039971286533953,0.01098,active_this_quarter
821,5231,39,52.85571115529193,1.3552746450074853,2024-03-18,2023-11-15,93.36000000000001,21,-0.2143,stable,0.0033900204794799294,68.57087804878049,0.028684550970911923,0.010978,active_this_month
822,2570,55,60.1355236407465,1.0933731571044818,2024-04-08,2023-11-10,84.00000000000001,0,1.8571,increasing,0.0038569277043199804,65.95,0.027588185981603973,0.010976,active_this_week
823,9341,76,46.56927858093674,0.6127536655386413,2024-04-05,2023-11-14,82.99999999999999,3,-0.0714,stable,0.0029868259201006986,70.68811188811188,0.029570231652125262,0.010962,active_this_week
824,4483,66,57.63729475242274,0.8732923447336779,2024-03-25,2024-01-14,80.75,14,2.3571,increasing,0.0036966981490130133,66.6642857142857,0.027886985786451834,0.010954,active_this_month
825,2542,41,55.5511355891298,1.3549057460763365,2024-03-20,2023-11-10,90.4,18,-0.25,stable,0.0035628976167254114,67.35259541984733,0.028174919314427234,0.010947,active_this_month
826,8322,48,72.48488862962137,1.5101018464504452,2024-04-08,2023-12-10,79.68,0,4.0357,increasing,0.0046489821352566595,61.183,0.025594055844010245,0.010933,active_this_week
827,3779,45,62.74424412602194,1.3943165361338208,2024-04-03,2023-12-18,82.9,4,1.9643,increasing,0.004024243887888861,64.63485981308412,0.02703803689792669,0.010928,active_this_week
828,5913,63,47.45697426166438,0.7532853057407044,2024-04-06,2023-11-12,87.3,1,-0.3929,stable,0.0030437602886190054,70.08205479452054,0.029316706014316803,0.010926,active_this_week
829,1155,61,55.57962217224151,0.9111413470859263,2024-04-01,2023-11-13,82.55,6,1.6071,increasing,0.003564724668107908,67.15410071942446,0.028091885065577665,0.010923,active_this_week
830,5185,41,56.49986427471846,1.3780454701150844,2024-04-03,2023-11-14,91.04,5,0.5357,increasing,0.0036237464749342492,66.69542857142856,0.027900013457943205,0.010907,active_this_week
831,10044,57,57.52787561193909,1.0092609756480542,2024-04-07,2023-11-16,82.9,1,1.8571,increasing,0.003689680305170238,66.20830985915494,0.027696242091312058,0.010892,active_this_week
832,1785,47,46.65031152022903,0.9925598195793411,2024-04-04,2023-11-12,93.04,3,-0.5,stable,0.002992023150782284,70.07400000000001,0.029313336534873648,0.010888,active_this_week
833,269,69,57.69359944530812,0.8361391223957698,2024-04-07,2023-12-02,78.825,1,2.6429,increasing,0.0037003093777298393,66.09261904761905,0.0276478463426386,0.010885,active_this_week
834,889,76,42.803942614706465,0.5632097712461377,2024-04-07,2023-11-11,81.15,1,-1.3929,decreasing,0.0027453275889148736,71.3634693877551,0.029852747016859582,0.010878,active_this_week
835,741,66,48.375860317237496,0.7329675805642045,2024-04-04,2023-11-11,84.8,3,-0.1429,stable,0.0031026951223127436,69.35916666666667,0.029014307650175385,0.010876,active_this_week
836,9466,70,52.24936385685133,0.7464194836693048,2024-03-28,2023-11-16,79.225,11,1.75,increasing,0.0033511310252570593,67.96733082706767,0.02843207526202195,0.010875,active_this_month
837,660,107,44.85223456017501,0.4191797622446263,2024-04-08,2023-11-11,68.45,0,2.1429,increasing,0.00287669942161411,70.55648648648648,0.029515170150079095,0.010868,active_this_week
838,5241,41,51.393429819296315,1.25349828827552,2024-03-02,2023-11-23,92.72000000000001,36,0.2143,stable,0.0032962337614993106,68.132,0.02850095962545325,0.010858,active_this_quarter
839,5327,34,45.409572994271436,1.335575676302101,2024-03-30,2023-12-08,100.32000000000001,9,-0.75,decreasing,0.0029124455815709225,70.15217699115045,0.02934603951245273,0.010843,active_this_month
840,7710,45,54.32996965488086,1.2073326589973525,2024-03-31,2023-11-11,87.92,7,0.7143,increasing,0.0034845753799138714,66.87434042553193,0.027974855815870683,0.010832,active_this_week
841,9843,45,52.607722153747446,1.1690604923054988,2024-04-01,2023-11-12,88.3,6,0.0714,stable,0.0033741151444547017,67.42148936170211,0.028203739009361205,0.010823,active_this_week
842,8259,31,59.233374678536485,1.9107540218882737,2024-04-01,2023-11-29,92.76000000000002,7,0.6071,increasing,0.003799066341931948,64.99136585365854,0.0271871704074177,0.010815,active_this_week
843,4474,72,49.27648967312605,0.6843956899045285,2024-04-02,2023-11-11,77.45,5,1.25,increasing,0.0031604590213153085,68.35111888111888,0.028592621375936777,0.01079,active_this_week
844,7766,47,56.64133316365693,1.2051347481629133,2024-04-07,2023-11-20,87.08,1,0.8929,increasing,0.003632819901820923,65.6284347826087,0.027453668907720632,0.010779,active_this_week
845,7753,63,49.29572130418658,0.7824717667331202,2024-04-03,2023-11-17,84.64000000000001,5,0.75,increasing,0.0031616924854334515,68.17633576642336,0.028519506151150363,0.010769,active_this_week
846,9795,59,45.43711184096133,0.7701205396773106,2024-03-22,2023-11-12,85.025,17,-0.4643,stable,0.0029142118477362895,69.42912213740458,0.029043571403581728,0.010753,active_this_month
847,7209,72,47.07584290613175,0.653831151474052,2024-04-07,2023-11-11,78.6,1,0.0357,stable,0.0030193155678426356,68.8334693877551,0.028794398108088422,0.010752,active_this_week
848,7656,86,52.39844803516657,0.609284279478681,2024-04-08,2023-11-17,72.95,0,3.75,increasing,0.0033606928759371156,66.84342657342658,0.027961923941704044,0.010741,active_this_week
849,5420,51,53.838827856219616,1.0556632912984238,2024-04-02,2023-11-12,84.00000000000001,6,0.7857,increasing,0.003453074890763353,66.21338028169015,0.02769836314908168,0.010727,active_this_week
850,5390,49,56.06051915037577,1.1440922275586891,2024-03-08,2024-03-05,71.7,30,3.5,increasing,0.0035955680825424507,65.27,0.027303728567388795,0.010708,active_this_month
851,10482,77,46.24134031754129,0.6005368872407959,2024-03-08,2023-11-12,78.425,31,1.3929,increasing,0.002965792858495503,68.76189655172415,0.02876445777887458,0.010705,active_this_quarter
852,10205,65,49.8851290861077,0.767463524401657,2024-04-08,2023-11-10,78.14999999999999,0,1.1786,increasing,0.003199495485484041,67.36818791946308,0.02818144196460642,0.010694,active_this_week
853,10923,83,43.954185251338764,0.5295684970040815,2024-03-29,2023-11-25,78.1,9,-0.0714,stable,0.0028191009997596936,69.40999999999998,0.02903557223628705,0.010684,active_this_month
854,8383,91,37.46484454882065,0.41170158844857857,2024-04-02,2023-11-15,75.85000000000001,6,-2.7143,decreasing,0.0024028924690443422,71.6295652173913,0.02996406015161216,0.010671,active_this_week
855,5192,57,51.87134927412326,0.9100236714758467,2024-04-07,2023-11-13,81.48,0,0.25,stable,0.003326886205747864,66.32293150684933,0.027744190587659454,0.010652,active_this_week
856,8499,44,62.11526683241231,1.4117106098275525,2024-03-19,2023-11-17,83.52000000000001,20,2.0714,increasing,0.003983903007786049,62.587409836065575,0.0261815481829302,0.010643,active_this_month
857,9471,45,53.36559133065299,1.1859020295700664,2024-04-03,2023-11-10,86.24000000000001,5,0.8571,increasing,0.0034227227967654995,65.59816666666667,0.027441007157729406,0.010628,active_this_week
858,396,50,54.6085054474223,1.0921701089484461,2024-03-29,2023-11-16,83.375,9,1.1786,increasing,0.0035024399024100204,65.09962686567164,0.02723245812438471,0.010621,active_this_month
859,7881,68,45.663668420143544,0.6715245355903462,2024-03-27,2023-11-11,79.35,11,-0.0357,stable,0.0029287425659198386,68.22313868613138,0.028539084735735454,0.010612,active_this_month
860,2982,41,55.07649455534344,1.3433291354961814,2024-04-06,2023-11-14,86.56000000000002,2,0.8571,increasing,0.0035324554414189464,64.59858741258742,0.027022863437261,0.01058,active_this_week
861,130,69,43.542061368886756,0.6310443676650255,2024-03-31,2023-11-13,80.60000000000001,8,-0.8571,decreasing,0.0027926685032317344,68.32739130434784,0.028582695662504598,0.01053,active_this_month
862,8092,38,63.28106457819361,1.6652911731103581,2024-04-07,2023-12-06,82.4,0,1.6429,increasing,0.004058674080707928,60.64731707317074,0.025369969108414558,0.010452,active_this_week
863,93,67,47.99488798841132,0.7163416117673331,2024-04-02,2023-12-05,79.95,6,0.8929,increasing,0.0030782606010735644,66.10655462184874,0.027653675868242984,0.010451,active_this_week
864,11956,55,45.65687663212868,0.8301250296750669,2024-03-25,2023-11-13,84.1,14,-0.5357,decreasing,0.0029283069592472687,66.93727272727273,0.028001181639140973,0.01045,active_this_month
865,8267,88,44.9229291493564,0.5104878312426864,2024-04-06,2023-11-14,68.65,2,1.9286,increasing,0.0028812335788484947,67.04416666666667,0.028045897482663437,0.010431,active_this_week
866,10457,59,42.084364678228695,0.7132943165801474,2024-03-23,2023-11-12,82.95,15,-1.2143,decreasing,0.002699175831840325,68.04272727272728,0.02846361508257099,0.010429,active_this_month
867,1284,44,40.05589304612006,0.9103612055936378,2024-03-18,2023-11-10,94.2,20,-1.8214,decreasing,0.0025690752197288207,68.68279069767443,0.02873136623962125,0.010418,active_this_month
